Date,Close,High,Low,Open,Volume
2022/3/9,281.2244568,282.2967224,273.6991426,276.2920649,35204500
2022/3/10,278.3878174,279.3723561,273.504153,275.882622,30628000
2022/3/11,273.007019,282.2089573,272.3831447,280.6980284,27209300
2022/3/14,269.4685974,278.2026312,268.8642376,273.2702393,30660700
2022/3/15,279.9085388,280.5616556,271.7008942,273.2800356,34245100
2022/3/16,286.9659119,287.1413654,276.0581056,281.8190375,37826300
2022/3/17,287.7749939,288.1551432,282.0725162,285.8936728,30816600
2022/3/18,292.8535767,293.4092092,285.3477775,287.921185,43390600
2022/3/21,291.6156616,292.5709583,287.4630826,291.3524813,28351200
2022/3/22,296.3920288,297.3083257,291.2354269,292.2394505,27599700
2022/3/23,291.9372253,295.5829274,290.2118732,292.9315212,25715400
2022/3/24,296.4310913,296.5285754,290.7968548,291.5961829,24484500
2022/3/25,296.021637,297.7957464,291.7423617,297.5325661,22566500
2022/3/28,302.864563,302.9620173,296.6551811,296.6551811,29578200
2022/3/29,307.4558716,307.8555356,301.2562451,305.9936992,30393400
2022/3/30,305.9448547,307.9821739,303.7223545,305.8474004,28163600
2022/3/31,300.5348511,307.1926247,300.1254595,305.9838755,33422100
2022/4/1,301.6169128,302.3089994,297.8347558,301.5681559,27110500
2022/4/4,307.0269165,307.1633704,301.8995565,302.2699782,24289600
2022/4/5,303.0400696,306.9294381,302.0555308,305.3697818,23156700
2022/4/6,291.9470825,299.2579444,289.2274336,297.4935921,40110400
2022/4/7,293.7698669,295.9923674,288.876475,289.1786549,31411200
2022/4/8,289.4808044,293.5261409,288.808203,292.8632968,24361900
2022/4/11,278.0662231,285.2308445,277.8127704,284.4315461,34569300
2022/4/12,274.9468384,283.4079338,273.4164244,281.9457617,30966700
2022/4/13,280.3666687,281.3024507,274.2060421,275.6000023,21907200
2022/4/14,272.7731323,281.0392913,272.2760139,280.8248382,28221600
2022/4/18,273.4456787,275.3367571,271.3206623,271.8762949,20778000
2022/4/19,278.1051636,278.9532485,271.3889342,272.3344735,22297700
2022/4/20,279.1384277,282.3942243,278.1734035,282.1017719,22906700
2022/4/21,273.7283936,285.9034051,272.9973074,281.3024352,29454600
2022/4/22,267.1194153,276.0581761,266.4858132,274.576489,29405800
2022/4/25,273.6407166,274.0208659,263.9416269,266.3980958,35678900
2022/4/26,263.4054871,271.3401939,263.1910339,270.501896,46518400
2022/4/27,276.0776367,283.6321939,272.1200259,274.9858861,63477700
2022/4/28,282.3259277,283.6418885,274.361951,277.9978962,33646600
2022/4/29,270.5213928,282.5697095,269.5271262,281.3317178,37073900
2022/5/2,277.296051,277.7541994,269.2541049,270.7065196,35151100
2022/5/3,274.6739807,276.9647236,273.0850818,276.7989976,25978600
2022/5/4,282.6671448,283.5444422,269.7512901,275.4634953,33599300
2022/5/5,270.3556519,279.1286853,267.4215501,278.3391146,43260400
2022/5/6,267.8017578,272.2077599,264.4289921,267.8797273,37780300
2022/5/9,257.9076538,265.491452,256.6794495,263.2494667,47726000
2022/5/10,262.7035828,266.8464036,258.3853084,264.8383564,39336400
2022/5/11,253.979248,264.5166312,252.7607715,258.9798807,48975900
2022/5/12,248.9104767,253.326236,243.7148892,251.191462,51033800
2022/5/13,254.5349426,256.4065362,248.910464,250.8600271,34925100
2022/5/16,254.9053345,259.1163972,249.3295837,253.4041628,32550900
2022/5/17,260.091217,261.5631169,255.8411541,259.3991007,28828800
2022/5/18,248.2493591,257.5508978,246.9694235,256.9646607,31356000
2022/5/19,247.3309021,251.7569606,246.0998221,248.0734561,32692300
2022/5/20,246.7642059,252.6069866,240.7846535,251.3368013,39199300
2022/5/23,254.6685333,255.4990333,247.6142185,249.6269576,33175400
2022/5/24,253.6622162,255.3329666,247.6826632,251.9719354,29043900
2022/5/25,256.495636,258.5083604,251.2293421,252.216174,28547900
2022/5/26,259.7980957,260.9803202,255.4306725,256.2513925,25002100
2022/5/27,266.969635,267.0673462,261.4199877,262.3188885,26910800
2022/5/31,265.6311035,268.4645481,262.7585685,266.2759614,37827700
2022/6/1,266.1684875,271.3175402,263.8430993,268.8846906,25292200
2022/6/2,268.2789001,268.3473009,255.5967854,258.3813894,44008200
2022/6/3,263.8235474,267.1748581,262.2505081,264.1069008,28059000
2022/6/6,262.5827026,267.8880874,261.0878144,265.8167421,22400300
2022/6/7,266.2466431,266.8621905,259.837185,260.5211332,22860700
2022/6/8,264.2045898,266.7351505,263.4229305,265.4747453,17372300
2022/6/9,258.713623,266.4518587,258.5572911,261.6349992,26439700
2022/6/10,247.1843719,254.6001776,246.7349215,254.6001776,31422800
2022/6/13,236.7005768,243.3054569,235.9873331,239.4851805,46135800
2022/6/14,238.8793945,240.1007093,235.9677695,238.2638471,28651500
2022/6/15,245.9825897,249.4413619,240.765136,242.6117635,33111700
2022/6/16,239.3483887,241.7421627,237.4431406,240.3352057,33169200
2022/6/17,241.9668884,244.7514922,238.4299654,239.0845884,43084800
2022/6/21,247.9171448,248.9039618,243.7842047,244.5169936,29928300
2022/6/22,247.3211365,251.2684342,244.6244639,246.1095868,25939900
2022/6/23,252.9196472,253.4179532,247.8096847,249.7051678,25861400
2022/6/24,261.5568237,261.8303971,255.7140422,255.8019733,33923200
2022/6/27,258.8112793,262.1429999,257.2382103,262.0550688,24615100
2022/6/28,250.5942993,260.7849442,250.4379674,257.9221891,27295500
2022/6/29,254.2875061,255.9582563,249.8907582,251.6787647,20069800
2022/6/30,250.9362183,253.5742702,247.0964116,251.1511709,31730900
2022/7/1,253.6231079,253.8087501,248.7671739,250.5063399,22837700
2022/7/5,256.8180847,256.9451062,248.8941936,250.2816055,22941000
2022/7/6,260.1009827,261.8401339,256.3784172,257.6974433,23824400
2022/7/7,262.2407532,262.8856111,258.9383126,259.0360238,20859900
2022/7/8,261.5176392,261.9475443,257.2479284,258.7135058,19658800
2022/7/11,258.4399719,260.4136058,256.1634246,259.5537954,19455200
2022/7/12,247.8487396,259.8371699,246.2561403,259.7785492,35868500
2022/7/13,246.9205475,247.7315023,242.4163378,244.4486075,29497400
2022/7/14,248.2493591,249.2850318,240.2961569,244.8199122,25102800
2022/7/15,250.8287354,254.3949684,248.9234874,249.8516836,29774100
2022/7/18,248.4154358,254.854204,247.4872395,253.789221,20975000
2022/7/19,253.5742645,253.7599068,247.8585053,251.6690015,25012600
2022/7/20,256.2513733,258.791714,252.9684934,253.9357652,22788300
2022/7/21,258.7623596,258.8112301,251.1315885,253.8282606,22404700
2022/7/22,254.3852234,259.2411726,253.1248479,259.1532415,21881300
2022/7/25,252.890274,255.4990152,250.9166404,255.0104893,21056000
2022/7/26,246.119339,253.916223,243.8428214,253.8966629,39348000
2022/7/27,262.572876,263.8528114,252.9098497,255.1668369,45994000
2022/7/28,270.0668945,271.4640715,261.7228637,263.5597259,33459300
2022/7/29,274.2975159,275.5286107,270.2818472,271.3272998,32152800
2022/8/1,271.6301575,274.8251059,269.5099421,271.4445153,21539600
2022/8/2,268.5133667,271.5129227,266.1293581,269.6662806,22754200
2022/8/3,275.987793,276.994155,270.2622545,270.4088361,23518900
2022/8/4,277.1407471,277.2872989,273.7406258,275.3331952,18098700
2022/8/5,276.4176941,277.1407028,272.2847548,272.7439702,16774600
2022/8/8,273.887146,279.3586416,272.9100943,277.5315298,18739200
2022/8/9,275.8217468,276.5838461,271.2393709,273.2228149,23405200
2022/8/10,282.5243225,283.1594003,280.3552662,281.5570507,24687800
2022/8/11,280.4333496,284.5271983,279.9350736,284.1754741,20065900
2022/8/12,285.2111816,285.2111816,280.3552332,281.8599013,22619700
2022/8/15,286.7354126,287.4291111,283.4525028,284.3220933,18085700
2022/8/16,285.9928589,287.2923546,283.7554315,285.2893803,18102900
2022/8/17,285.2388611,287.2264847,283.4274728,283.691826,18253400
2022/8/18,284.112915,285.8165842,283.0456417,284.1324868,17186200
2022/8/19,280.1768188,283.2121146,279.5991383,282.8694146,20570000
2022/8/22,271.9521484,276.5638219,271.433213,276.1917493,25061100
2022/8/23,270.6695251,273.0389927,269.651226,270.6695251,17527400
2022/8/24,270.0331421,271.4430858,269.3673138,269.6610695,18137000
2022/8/25,273.0292664,273.195701,268.7896344,271.5409758,16583400
2022/8/26,262.4938354,274.4881267,262.386146,273.2544186,27549300
2022/8/29,259.693512,261.8181979,258.3423138,260.3005651,20338500
2022/8/30,257.4806824,261.475502,255.2189044,261.1034594,22767100
2022/8/31,256.0120239,261.5342779,255.874932,259.8502102,24791800
2022/9/1,254.9643707,255.4441627,250.0785422,253.4663093,23263400
2022/9/2,250.7149353,259.2137396,249.158129,256.2372188,22855400
2022/9/6,247.9635925,252.4479753,246.6809402,250.8520254,21328200
2022/9/7,252.7025604,253.4271039,247.9342228,249.3833247,24126700
2022/9/8,253.1235809,254.9937147,249.471446,252.1346842,20319900
2022/9/9,258.9396057,259.6935517,254.8566678,255.0622758,22084700
2022/9/12,261.0838928,261.8672114,259.6250049,260.2320581,18747700
2022/9/13,246.7299194,254.9643562,246.3382601,253.4369223,33353300
2022/9/14,246.9551086,248.9231461,244.6443712,248.237761,23913000
2022/9/15,240.2578735,246.1521996,238.926262,244.5562348,31530900
2022/9/16,239.6312408,240.1795489,237.0071761,239.1612497,39791800
2022/9/19,239.4158325,240.0228857,235.8224428,237.4086217,26826900
2022/9/20,237.3890228,238.4268937,234.637682,237.0169652,26660300
2022/9/21,233.9620972,242.4902891,233.9131379,239.1710534,28625600
2022/9/22,235.9497375,238.7696247,232.6109298,232.9046556,31061200
2022/9/23,232.953598,236.0965983,230.2903748,234.539777,34176000
2022/9/26,232.4933777,236.4098802,231.9548556,232.1017334,27694200
2022/9/27,231.4751129,236.7525999,229.6049792,234.9705839,27018700
2022/9/28,236.0378571,237.2715502,229.8301883,231.8667717,29029700
2022/9/29,232.5423431,234.941198,229.5168485,233.9033272,27484200
2022/9/30,228.0383759,235.5188958,227.8719263,233.3158629,35694800
2022/10/3,235.7147217,236.5665562,229.7616357,230.49598,28880400
2022/10/4,243.6847992,245.133901,239.8662002,239.9739046,34888400
2022/10/5,243.9981384,245.3493368,239.004606,240.8551531,20347100
2022/10/6,241.6384125,245.1143115,240.9432416,242.7546151,20239900
2022/10/7,229.3504333,236.2826458,228.3027616,235.8713998,37769600
2022/10/10,224.4645844,229.6637398,221.9971832,228.1852653,29743600
2022/10/11,220.7047424,224.2785455,219.4318759,222.868602,30474000
2022/10/12,221.0376434,223.1035994,219.2850149,220.6949434,21903900
2022/10/13,229.3504333,231.1716079,214.5558419,215.2608136,42551800
2022/10/14,223.7889557,232.2877741,223.5735469,230.6232485,30198600
2022/10/17,232.5717316,233.9718891,230.2316217,230.8974349,28142300
2022/10/18,233.5214844,238.8381299,230.4568161,238.1625457,26329600
2022/10/19,231.5436401,234.6083083,229.3993525,232.0919481,19985700
2022/10/20,231.2205505,236.2728432,229.9672707,230.8484929,21811000
2022/10/21,237.0659332,237.9275687,229.6049994,229.839995,26299700
2022/10/24,242.0888367,242.6665173,236.2630416,238.6716825,24911200
2022/10/25,245.4276581,245.7997157,240.698479,242.0986216,34775500
2022/10/26,226.4913635,233.3256567,225.2576556,226.3444857,82543200
2022/10/27,222.0167389,228.8118732,221.0669858,226.2171813,40424600
2022/10/28,230.9463806,231.6611532,221.3313737,221.51741,40647700
2022/10/31,227.2844696,230.0162239,226.3249156,228.8804344,28357300
2022/11/1,223.4071198,230.8191088,222.5846577,229.7029061,30592300
2022/11/2,215.5055695,226.4717742,215.4468094,224.6701865,38407000
2022/11/3,209.7776794,215.8090973,209.5133113,215.4957699,36633900
2022/11/4,216.7686462,216.9644684,208.9747988,213.008807,36789100
2022/11/7,223.1133881,223.6421244,216.6609527,217.3561386,33498000
2022/11/8,224.0924835,226.8144516,221.125734,223.926034,28192500
2022/11/9,219.8235321,223.8575406,219.6472966,222.6238325,27852900
2022/11/10,237.907959,238.250659,230.0945401,230.5155569,46268000
2022/11/11,241.951767,242.8134024,236.8798878,237.9177736,34620200
2022/11/14,236.5078278,238.8185651,234.2166771,236.9386455,31123300
2022/11/15,236.9190674,241.8440689,235.019561,240.5320439,31390100
2022/11/16,237.351059,239.3835681,236.064792,238.3918547,24093300
2022/11/17,237.3019867,238.8435535,233.325364,233.4726408,23123500
2022/11/18,236.8503113,239.3246658,234.6999806,239.0988214,27613500
2022/11/21,237.6652832,240.2378173,236.8208614,237.0565043,26394700
2022/11/22,240.5912933,240.86622,236.3495577,239.1773765,19665700
2022/11/23,243.0950775,243.782394,239.8450407,240.6698205,19508500
2022/11/25,243.0067444,244.1948169,242.2605021,242.8299973,9200800
2022/11/28,237.3805237,242.181941,236.4379224,241.6222743,24778200
2022/11/29,235.9764404,238.3918693,233.8948489,237.0270497,17956300
2022/11/30,250.518158,250.7047185,235.5149552,236.2121002,47594200
2022/12/1,250.0763092,251.4803977,246.3745983,249.2711563,26041500
2022/12/2,250.4003448,251.4214988,245.1668954,245.2945453,21528500
2022/12/5,245.6676483,249.2220826,243.5664148,247.4448579,23435300
2022/12/6,240.6796722,247.2975832,239.3639498,246.2764293,22463700
2022/12/7,239.9432526,241.7008352,237.8223922,240.3949263,20481500
2022/12/8,242.918335,244.2340722,238.6569578,240.4047118,22611800
2022/12/9,240.9742432,243.8118905,239.7370733,240.2672847,20609700
2022/12/12,247.9358063,247.9652616,242.6925433,242.96747,30665100
2022/12/13,252.2658997,259.1390944,248.4856365,256.9494802,42196900
2022/12/14,252.5605011,257.8332196,249.7032117,252.472135,35410900
2022/12/15,244.4991913,249.5951771,242.859445,249.1238765,35560400
2022/12/16,240.2574463,245.3141481,239.0988142,244.047523,86102000
2022/12/19,236.0942688,240.7680515,234.3857983,240.4243857,29696400
2022/12/20,237.4198151,238.5097081,234.1010387,235.0632819,25150800
2022/12/21,240.002182,241.1706277,235.7604459,237.3118263,23690600
2022/12/22,233.8752136,237.60638,229.6334628,236.8895931,28651700
2022/12/23,234.4054108,234.5428741,229.702188,231.8328768,21207000
2022/12/27,232.6674957,234.6017956,231.5579608,234.3759662,16688600
2022/12/28,230.2815247,235.377511,229.9280454,232.5987742,17457100
2022/12/29,236.6441345,237.5376536,231.3812295,231.3812295,19770700
2022/12/30,235.475708,235.6131713,232.3729473,233.8948723,21938500
